Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin %,Sales Category,Profit Status
Standard Class,Home Office,United States,Springfield,Virginia,22153,South,Technology,Accessories,151.96,4,0,36.4704,24,Low Sales,Profit
Standard Class,Corporate,United States,Broomfield,Colorado,80020,West,Furniture,Furnishings,68.432,7,0.2,8.554,12.5,Low Sales,Profit
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,71.12,5,0.2,9.779,13.75,Low Sales,Profit
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,3.008,2,0.2,0.564,18.75,Low Sales,Profit
Second Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Paper,184.66,7,0,84.9436,46,Low Sales,Profit
Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Furnishings,5.312,2,0.6,-1.5936,-30,Low Sales,Loss
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Accessories,132.52,5,0.2,34.7865,26.25,Low Sales,Profit
First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Storage,195.64,5,0.2,-44.019,-22.5,Low Sales,Loss
First Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,51.968,2,0.2,10.3936,20,Low Sales,Profit
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Accessories,431.976,3,0.2,-75.5958,-17.5,Low Sales,Loss
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Machines,224.937,3,0.7,-164.9538,-73.33333333,Low Sales,Loss
First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Labels,6,2,0.2,2.1,35,Low Sales,Profit
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,11.76,2,0,5.7624,49,Low Sales,Profit
Same Day,Consumer,United States,Tampa,Florida,33614,South,Furniture,Chairs,1125.488,7,0.2,98.4802,8.75,High Sales,Profit
Same Day,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,12.645,5,0.7,-10.116,-80,Low Sales,Loss
Same Day,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Art,4.032,2,0.2,1.0584,26.25,Low Sales,Profit
First Class,Corporate,United States,Fremont,Nebraska,68025,Central,Technology,Phones,79.96,4,0,22.3888,28,Low Sales,Profit
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,6.732,6,0.7,-4.488,-66.66666667,Low Sales,Loss
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,33.568,2,0.2,1.6784,5,Low Sales,Profit
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,15.84,2,0.2,5.544,35,Low Sales,Profit
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,24.424,1,0.2,7.9378,32.5,Low Sales,Profit
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,17.12,5,0.2,1.926,11.25,Low Sales,Profit
Same Day,Consumer,United States,Pomona,California,91767,West,Furniture,Furnishings,31.56,3,0,10.4148,33,Low Sales,Profit
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,105.686,1,0.3,-28.6862,-27.14285714,Low Sales,Loss
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,399.54,2,0.4,-79.908,-20,Low Sales,Loss
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,104.93,5,0.3,-4.497,-4.285714286,Low Sales,Loss
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,1079.85,3,0,323.955,30,High Sales,Profit
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,70.98,1,0,3.549,5,Low Sales,Profit
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,29.95,5,0,8.6855,29,Low Sales,Profit
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,589.41,5,0.1,-6.549,-1.111111111,High Sales,Loss
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,9.648,6,0.2,3.4974,36.25,Low Sales,Profit
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Bookcases,400.784,1,0.2,-5.0098,-1.25,Low Sales,Loss
First Class,Home Office,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage,53.72,4,0,13.9672,26,Low Sales,Profit
First Class,Corporate,United States,Miami,Florida,33142,South,Office Supplies,Paper,31.008,1,0.2,11.2404,36.25,Low Sales,Profit
Same Day,Consumer,United States,Concord,California,94521,West,Office Supplies,Binders,61.12,5,0.2,22.156,36.25,Low Sales,Profit
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,195.136,4,0.2,-43.9056,-22.5,Low Sales,Loss
Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Office Supplies,Art,121.536,4,0.2,15.192,12.5,Low Sales,Profit
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,17.472,3,0.2,5.6784,32.5,Low Sales,Profit
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,104.58,9,0.8,-172.557,-165,Low Sales,Loss
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Furniture,Furnishings,24.7,5,0.6,-9.88,-40,Low Sales,Loss
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Furniture,Furnishings,302.72,5,0.6,-378.4,-125,Low Sales,Loss
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,8.56,2,0,3.852,45,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,11.56,2,0,5.6644,49,Low Sales,Profit
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,25.86,3,0,6.7236,26,Low Sales,Profit
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,276.784,2,0.2,89.9548,32.5,Low Sales,Profit
Standard Class,Corporate,United States,San Jose,California,95123,West,Technology,Phones,110.352,3,0.2,8.2764,7.5,Low Sales,Profit
Standard Class,Home Office,United States,Sacramento,California,95823,West,Furniture,Furnishings,60.84,3,0,19.4688,32,Low Sales,Profit
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,35.208,1,0.2,2.6406,7.5,Low Sales,Profit
Second Class,Corporate,United States,Mansfield,Texas,76063,Central,Office Supplies,Paper,41.472,8,0.2,14.5152,35,Low Sales,Profit
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Paper,239.5,5,0,114.96,48,Low Sales,Profit
First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Supplies,34.2,5,0,9.234,27,Low Sales,Profit
Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,Tables,376.866,3,0.4,-213.5574,-56.66666667,Low Sales,Loss
First Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Appliances,197.72,4,0,55.3616,28,Low Sales,Profit
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Technology,Accessories,70.72,4,0.2,-6.188,-8.75,Low Sales,Loss
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,194.352,3,0.2,-43.7292,-22.5,Low Sales,Loss
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,21.6,6,0,9.936,46,Low Sales,Profit
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,11.07,3,0,5.2029,47,Low Sales,Profit
Second Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,282.84,4,0,19.7988,7,Low Sales,Profit
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,27.72,9,0,13.3056,48,Low Sales,Profit
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Fasteners,11.68,4,0,5.256,45,Low Sales,Profit
Standard Class,Consumer,United States,Woodland,California,95695,West,Technology,Phones,239.984,2,0.2,23.9984,10,Low Sales,Profit
First Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Appliances,22.98,1,0,6.894,30,Low Sales,Profit
First Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,102.13,7,0,15.3195,15,Low Sales,Profit
First Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,2033.584,2,0.2,762.594,37.5,High Sales,Profit
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Art,5.76,2,0,1.6704,29,Low Sales,Profit
Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Technology,Copiers,899.982,3,0.4,74.9985,8.333333333,High Sales,Profit
Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Office Supplies,Art,86.352,3,0.2,5.397,6.25,Low Sales,Profit
Standard Class,Corporate,United States,Bowling Green,Ohio,43402,East,Technology,Accessories,139.96,5,0.2,-1.7495,-1.25,Low Sales,Loss
Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Appliances,16.704,6,0.2,1.2528,7.5,Low Sales,Profit
Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Technology,Accessories,3.152,2,0.2,0.4728,15,Low Sales,Profit
Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,32.896,4,0.2,11.1024,33.75,Low Sales,Profit
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,21.392,2,0.8,-54.5496,-255,Low Sales,Loss
First Class,Consumer,United States,Dallas,Texas,75220,Central,Furniture,Tables,307.314,3,0.3,-39.5118,-12.85714286,Low Sales,Loss
First Class,Consumer,United States,Dallas,Texas,75220,Central,Furniture,Bookcases,409.9992,3,0.32,-96.4704,-23.52941176,Low Sales,Loss
First Class,Corporate,United States,Lubbock,Texas,79424,Central,Office Supplies,Paper,9.248,2,0.2,3.3524,36.25,Low Sales,Profit
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,14.67,3,0,6.7482,46,Low Sales,Profit
Standard Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Paper,37.408,7,0.2,13.0928,35,Low Sales,Profit
Standard Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Binders,3.438,2,0.7,-2.5212,-73.33333333,Low Sales,Loss
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,7.152,3,0.2,2.3244,32.5,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,179.7,6,0,88.053,49,Low Sales,Profit
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Appliances,90.64,8,0,38.9752,43,Low Sales,Profit
First Class,Consumer,United States,Everett,Massachusetts,2149,East,Technology,Accessories,177,3,0,30.09,17,Low Sales,Profit
First Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Storage,79.45,7,0,22.246,28,Low Sales,Profit
First Class,Consumer,United States,Everett,Massachusetts,2149,East,Furniture,Chairs,1628.82,9,0,260.6112,16,High Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Furnishings,137.54,2,0,55.016,40,Low Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Tables,730.2,4,0,94.926,13,High Sales,Profit
Second Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,11.56,2,0,5.6644,49,Low Sales,Profit
Second Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Tables,4297.644,13,0.4,-1862.3124,-43.33333333,High Sales,Loss
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,20.65,5,0,9.499,46,Low Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,204.9,5,0,0,0,Low Sales,Loss
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Chairs,436.704,6,0.2,21.8352,5,Low Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Chairs,481.568,2,0.2,54.1764,11.25,Low Sales,Profit
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Technology,Accessories,89.544,7,0.2,12.3123,13.75,Low Sales,Profit
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Storage,35.168,2,0.2,-8.3524,-23.75,Low Sales,Loss
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,72.588,2,0.7,-48.392,-66.66666667,Low Sales,Loss
Standard Class,Consumer,United States,Coon Rapids,Minnesota,55433,Central,Office Supplies,Storage,221.16,4,0,57.5016,26,Low Sales,Profit
Standard Class,Consumer,United States,Coon Rapids,Minnesota,55433,Central,Technology,Phones,281.97,3,0,78.9516,28,Low Sales,Profit
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Bookcases,3406.664,8,0.15,160.3136,4.705882353,High Sales,Profit
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,37.17,9,0,10.4076,28,Low Sales,Profit
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,64.96,2,0,19.488,30,Low Sales,Profit
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,595.38,6,0,297.69,50,High Sales,Profit
Standard Class,Home Office,United States,Tucson,Arizona,85705,West,Technology,Accessories,95.984,2,0.2,11.998,12.5,Low Sales,Profit
Standard Class,Home Office,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,4.938,2,0.7,-3.6212,-73.33333333,Low Sales,Loss
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,97.44,3,0,35.0784,36,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,3.984,1,0.2,1.3944,35,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,13.04,4,0,5.7376,44,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,579.528,4,0.1,83.7096,14.44444444,High Sales,Profit
Second Class,Consumer,United States,Pomona,California,91767,West,Office Supplies,Labels,18.75,5,0,9,48,Low Sales,Profit
Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Technology,Phones,3023.928,9,0.2,226.7946,7.5,High Sales,Profit
Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Technology,Accessories,26.96,2,0,3.7744,14,Low Sales,Profit
Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Technology,Phones,477.6,3,0.2,161.19,33.75,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,193.95,3,0,9.6975,5,Low Sales,Profit
Same Day,Corporate,United States,Riverside,California,92503,West,Office Supplies,Paper,12.96,2,0,6.2208,48,Low Sales,Profit
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,119.94,3,0,23.988,20,Low Sales,Profit
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,12.42,3,0,4.4712,36,Low Sales,Profit
Standard Class,Consumer,United States,San Clemente,California,92672,West,Office Supplies,Binders,18.088,7,0.2,6.5569,36.25,Low Sales,Profit
Standard Class,Consumer,United States,San Clemente,California,92672,West,Office Supplies,Envelopes,71.97,3,0,35.985,50,Low Sales,Profit
Standard Class,Consumer,United States,Decatur,Alabama,35601,South,Office Supplies,Labels,14.94,3,0,6.8724,46,Low Sales,Profit
First Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Art,64.68,7,0.2,8.085,12.5,Low Sales,Profit
Standard Class,Consumer,United States,Dublin,California,94568,West,Technology,Phones,22,5,0.2,1.375,6.25,Low Sales,Profit
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,7.968,2,0.2,2.6892,33.75,Low Sales,Profit
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,1499.97,5,0.4,-374.9925,-25,High Sales,Loss
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,26.632,1,0.2,1.3316,5,Low Sales,Profit
Standard Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Furnishings,41.6,4,0,14.144,34,Low Sales,Profit
Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Envelopes,64.02,6,0,29.4492,46,Low Sales,Profit
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,6.99,3,0,2.0271,29,Low Sales,Profit
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Supplies,6.84,1,0,1.8468,27,Low Sales,Profit
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,323.1,2,0,61.389,19,Low Sales,Profit
Standard Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones,668.16,9,0.2,75.168,11.25,High Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,8.64,3,0,4.2336,49,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,38.88,6,0,18.6624,48,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,201.04,8,0,54.2808,27,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,12.96,2,0,6.3504,49,Low Sales,Profit
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,16.59,1,0,5.8065,35,Low Sales,Profit
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Art,35.1,6,0,10.179,29,Low Sales,Profit
Standard Class,Home Office,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,11.646,9,0.8,-17.469,-150,Low Sales,Loss
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Paper,32.4,5,0,15.552,48,Low Sales,Profit
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Technology,Phones,503.96,4,0,125.99,25,High Sales,Profit
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,7.04,4,0,2.0416,29,Low Sales,Profit
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Bookcases,613.9992,3,0.32,-18.0588,-2.941176471,High Sales,Loss
Standard Class,Corporate,United States,Fairfield,Connecticut,6824,East,Office Supplies,Storage,470.36,11,0,122.2936,26,Low Sales,Profit
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,31.08,6,0,15.2292,49,Low Sales,Profit
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Supplies,7.3,2,0,2.19,30,Low Sales,Profit
First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Appliances,73.536,4,0.2,9.192,12.5,Low Sales,Profit
Second Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Labels,491.55,5,0,240.8595,49,Low Sales,Profit
Same Day,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,30.336,4,0.2,9.48,31.25,Low Sales,Profit
Standard Class,Consumer,United States,Inglewood,California,90301,West,Office Supplies,Paper,22.83,3,0,10.7301,47,Low Sales,Profit
Standard Class,Consumer,United States,Inglewood,California,90301,West,Office Supplies,Appliances,54.32,4,0,16.296,30,Low Sales,Profit
Standard Class,Consumer,United States,Inglewood,California,90301,West,Technology,Phones,196.776,3,0.2,14.7582,7.5,Low Sales,Profit
Standard Class,Consumer,United States,San Luis Obispo,California,93405,West,Office Supplies,Fasteners,3.62,2,0,1.1946,33,Low Sales,Profit
Standard Class,Home Office,United States,Wilmington,Delaware,19805,East,Office Supplies,Paper,11.54,1,0,5.5392,48,Low Sales,Profit
Standard Class,Home Office,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,849.95,5,0,390.977,46,High Sales,Profit
Standard Class,Home Office,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,11.01,3,0,5.3949,49,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,39.624,3,0.2,13.8684,35,Low Sales,Profit
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Chairs,242.136,3,0.2,12.1068,5,Low Sales,Profit
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,12.39,3,0,5.6994,46,Low Sales,Profit
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,19.96,2,0,5.5888,28,Low Sales,Profit
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,340.92,3,0,3.4092,1,Low Sales,Profit
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,273.568,2,0.2,-34.196,-12.5,Low Sales,Loss
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,13.194,2,0.7,-8.796,-66.66666667,Low Sales,Loss
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,1080.096,6,0.2,-94.5084,-8.75,High Sales,Loss
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,51.56,5,0.2,-6.445,-12.5,Low Sales,Loss
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,58.416,2,0.2,16.7946,28.75,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,57.584,2,0.2,20.1544,35,Low Sales,Profit
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,37.312,4,0.2,2.7984,7.5,Low Sales,Profit
Same Day,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,79.96,5,0.2,7.996,10,Low Sales,Profit
Same Day,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,223.96,5,0.2,11.198,5,Low Sales,Profit
Second Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Storage,221.024,2,0.2,-55.256,-25,Low Sales,Loss
Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central,Furniture,Furnishings,18.96,2,0,7.584,40,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,326.646,3,0.1,39.9234,12.22222222,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,89.97,3,0,39.5868,44,Low Sales,Profit
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,296.712,13,0.2,100.1403,33.75,Low Sales,Profit
Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Office Supplies,Envelopes,12.224,2,0.2,4.4312,36.25,Low Sales,Profit
First Class,Consumer,United States,Boise,Idaho,83704,West,Technology,Accessories,89.97,3,0,37.7874,42,Low Sales,Profit
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Appliances,286.86,7,0,80.3208,28,Low Sales,Profit
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Technology,Phones,979.95,5,0,284.1855,29,High Sales,Profit
First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Supplies,4.36,2,0,0.1744,4,Low Sales,Profit
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,10.048,2,0.2,3.14,31.25,Low Sales,Profit
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Storage,807.75,5,0,153.4725,19,High Sales,Profit
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,34.24,8,0,9.9296,29,Low Sales,Profit
Standard Class,Corporate,United States,Hampton,Virginia,23666,South,Furniture,Chairs,500.24,13,0,145.0696,29,High Sales,Profit
Standard Class,Corporate,United States,Hampton,Virginia,23666,South,Office Supplies,Paper,20.12,2,0,9.2552,46,Low Sales,Profit
Standard Class,Corporate,United States,Hampton,Virginia,23666,South,Office Supplies,Binders,896.99,1,0,421.5853,47,High Sales,Profit
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,5.88,1,0.2,1.9845,33.75,Low Sales,Profit
Standard Class,Home Office,United States,Omaha,Nebraska,68104,Central,Technology,Phones,269.98,2,0,72.8946,27,Low Sales,Profit
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Storage,310.12,2,0,80.6312,26,Low Sales,Profit
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,70.464,6,0.2,22.9008,32.5,Low Sales,Profit
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,19.68,5,0.2,6.888,35,Low Sales,Profit
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,140.67,3,0,54.8613,39,Low Sales,Profit
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Furniture,Bookcases,4404.9,5,0,1013.127,23,High Sales,Profit
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,62.65,5,0,29.4455,47,Low Sales,Profit
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Labels,9.45,3,0,4.536,48,Low Sales,Profit
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Envelopes,268.576,4,0.2,90.6444,33.75,Low Sales,Profit
Same Day,Consumer,United States,Los Angeles,California,90008,West,Furniture,Tables,364.08,2,0.2,9.102,2.5,Low Sales,Profit
Same Day,Consumer,United States,Los Angeles,California,90008,West,Furniture,Tables,71.088,2,0.2,-1.7772,-2.5,Low Sales,Loss
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,10.984,2,0.6,-7.9634,-72.5,Low Sales,Loss
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,797.944,4,0.3,-56.996,-7.142857143,High Sales,Loss
Standard Class,Corporate,United States,Dover,New Hampshire,3820,East,Technology,Accessories,159.98,2,0,57.5928,36,Low Sales,Profit
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,5.344,2,0.2,0.668,12.5,Low Sales,Profit
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,27.72,3,0.2,3.465,12.5,Low Sales,Profit
First Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,2.496,1,0.2,0.9048,36.25,Low Sales,Profit
Second Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Labels,8.26,2,0,3.7996,46,Low Sales,Profit
Second Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,17.76,2,0,8.88,50,Low Sales,Profit
Second Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Storage,332.94,3,0,9.9882,3,Low Sales,Profit
Second Class,Consumer,United States,Richmond,Virginia,23223,South,Furniture,Tables,292.1,2,0,58.42,20,Low Sales,Profit
Second Class,Consumer,United States,Richmond,Virginia,23223,South,Technology,Phones,206.1,5,0,55.647,27,Low Sales,Profit
Second Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Paper,17.64,4,0,8.1144,46,Low Sales,Profit
Standard Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Chairs,1403.92,5,0.2,70.196,5,High Sales,Profit
Standard Class,Home Office,United States,Springdale,Arkansas,72762,South,Office Supplies,Art,4.3,2,0,1.419,33,Low Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Accessories,239.97,3,0,86.3892,36,Low Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,81.96,2,0,22.9488,28,Low Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Supplies,238.62,2,0,4.7724,2,Low Sales,Profit
